HolderAddress,Balance,PendingBalanceUpdate
0x2a479056fac97b62806cc740b11774e6598b1649,194773.0777,No
0xb5d85ca38a9cbe63156a02650884d92a6e736ddc,13500517.11,No
0xb9b09264779733b8657b9b86970e3db74561c237,576401.609,No
0x7c1ea00adf67874a1ceb1b2ce68140ebf87a0bab,2.63E-05,No
0x988ed2166fd1ae04d4cfb6040a4c64fde59df2fa,0.000336,No
0x99fefbc5ca74cc740395d65d384edd52cb3088bb,0.008589272,No
0x9cbed1220e01f457772cee3aad8b94a142fc975f,1371861.828,No
0x000000000000000000000000000000000000dead,56674.74357,No
0x28233c517116dfe511376dd4c9bd27563fb57609,57.82859373,No
0x4291ab8a26efdf45a89f1b4ba2aad8229a778a9b,0.00010864,No
0x0dc5d430c3823b390c6c840df8f6d7c723f1d126,55.24518968,No
0x5d38f4f6ab46e047c364ba0c2c7f6e98fb9addf8,441.3905204,No
0xba5edf064de4b8ff0c15c54ff34760fa9f031ba5,0.00014756,No
0x00cfa45e6bffe492b19c974d21f68f63eb8092b5,1600,No
0x19b8b60f3628fc8fd9b43bf2b184b4e6ff24cc9a,9.36E-06,No
0x31caf8574c488c5ad2720ad1c48fb12e101e1ef0,0.000128771,No
0xee8f22d3d8934b5b798377a210a71e9470100d22,0.00042,No
0xd7aa178bb566c614d75b3aa0e64ab90c2feff80d,6.96E-05,No
0x192b447d08d87318b6d4c1f1eb3159e948700098,1460.280166,No
0xa4ac73f7cf533a6602ed3527e391c40fc54d5f91,0.00042,No
0x953480c82d7914176fa146aacbc524aef61ffe17,8.39E-07,No
0xd4d50342c08b5f2d283709c4f30b14412a01f89f,10385.34496,No
0x095ad3d17697be667ace2eb11e07e53d5a3cc92c,4.256196808,No
0xfb309651eeb40c2cf1535bda4a32e161907f0657,2.56E-05,No
0xb7660c0c8538b826169d9287eae4a098eb0c4354,59.54350668,No
0x212c35d2fe5b5395a0e384d3ef0b5a5c34d79a27,1600.000667,No
0xf3ac6ed78555762a12e498de9faece69acb2d561,8.68E-06,No
0x93d3dc2f45204f887ec0b3eef96e56718dee9778,36.04018433,No
0xf04847ea3da18080b4096d1b1d16f969ebda4685,0.00021,No
0x87f39942fff768b99d648efb8800a3502204fff2,0.611977847,No
0xb60612590d1410e112ca06f06db4ca1f0827df34,0.000105198,No
0x77804e227c515443376f20f8fcbeccf6de7380e7,3.64E-05,No
0x3a89408e41f6dd7f1870fe53bee6f01f48fb1da6,0.000279978,No
0x07bb82c5abc6a8c25e849d6cd6298b11bdc15bb5,3.57E-06,No
0xcb72e4e3f54fbd31e4c33e6cc2495a39afb6b3c1,47.30596176,No
0x9fefd55674ebc732075ee6e361b696e891633724,3.51E-05,No
0x2b18901d7b76b7485357fc13f7565bd31e23f971,2.33E-05,No
0xd757b7ff351da9f501daab78707378bbddecb918,1.95E-06,No
0x69b516ed75d419c5bba957baff02c07d8641ef28,2.44E-06,No
0x3e2524eef486533fefbfd221498ff6a96530a964,833.3333333,No
0x73c02124d38538146ae2d807a3f119a0fad3209c,301531.1834,No
0x43e963487cd3599e8f58cfe9e34b2eed59451e97,1.977838467,No
0xd3b883e92cf00b7d6b47bf86273207ef9a234be2,0.000154216,No
0x87b165aa5d8af4e95d86f088b7f0ef067b70b225,1.98E-06,No
0xd3106a0191cd77528d52e48370b66a94c628778c,24.85714286,No
0x40a5ddbd38d938fa9da88625e97c0613f2eb2d24,7.00E-05,No
0xe53d3f6098fde7804acd5d068fb84675872651ec,303928.2155,No
0x22faf248fad0c98f1cdfdc23481ea6c6ec1a2edf,15064.94829,No
0x99aa4f42b3d94c64d6b83896e4cad1fe8bae4dcf,2.80E-05,No
0xd3734320b847b92a70d4ba20e7b6a83d4393d3be,0.162946442,No
0xcdf16a03a01071de6584cd104884c753715abe7f,1.40E-05,No
0xcf9cfd12e8b9d19734f74a0f029c16154cb4f918,1333.337533,No
0xf983696419852b943bb9f9636634718fd420e9eb,309.3333333,No
0x3cfb96b0d0f203cbc3b225ada8a4f39f60aff2f4,833.3333333,No
0x484bfcbacc65a6019943b2ba4bcd69a1a2b72e59,0.033905582,No
0x27df46ddd86d9b7afe3ed550941638172eb2e623,3832340.684,No
0xd736a385d0fc3085a6e3898663aa05964cb9b2dc,0.000105,No
0xc9ac14f458342d31e9ba7d36cb1361bb2152cc5d,50,No
0x81a757ecccc3cc6d3ee47f22bd255327b4397672,5819.528187,No
0x2e34041260c12ec98d1d3e2ccacea44b28ade8eb,0.000105,No
0xcd1f00e5bfdc2ba5eed6e6f99b789f27969d8dc9,339.666738,No
0x3692288778c2fc2b9cd49c7d364f8840e06916e3,3.60E-05,No
0xbcaef7e3d2c7eea75b2fda339d8467a75dc472d3,157.9600857,No
0xcad325df8300816ead4d6d39f742195a16233ad1,109.5800084,No
0x1413b00bbc0ae6c0cf057765f099dad2b584fc0c,8.49E-05,No
0x16f0a723220b3852182bc2cdb1e27fd65c280f31,50.00000314,No
0x5cfc938f972ff50af166b191e407440fe4aff9bb,0.000272124,No
0x71e1604d63a1edbf8a99f89ce4945bb53293a72e,5.40E-06,No
0xf522d0796542e8bcc16e99cd3136b00452bfa1c8,0.000280063,No
0x7567dee7d5199f03e1490f43e8d8c68bce58fff3,222.4214492,No
0x78529a5325a7cbfe0208a6fe99a829ea28b09946,0.000105,No
0x4b3f84e844d93cbc4b00768d43cd2403a7f823ae,1.85E-05,No
0xcc2a45c6d92ad5bc2300c8eea1e3e2fc23b4ed28,7.00E-05,No
0xa96e3d67c02422fed61c81a9045efd998afff775,1.91E-05,No
0x0f08a9d037ba3ced135cab651904f667ae932140,4.32E-05,No
0x99e67c7ce766163f70a6ea3cc8ab250fd1b519e4,68.33333333,No
0x77e18e8bf311da07f8fd32c4959ee118c0ce3b56,0.000163486,No
0x816b5e55d41ab5368c84be07125dade79a2ccfc9,1.50E-05,No
0xe99dc6325a6ff34ba741b7c8246f5beda60c17e1,1529.919841,No
0xbe23d6611df520a94c0faadb5ccd58ad69a24cb0,6.666666667,No
0x894aa64cd05b06002d2120a31a16eda61c5eedf6,6.75E-05,No
0xad178fbee0383f1b5dd4cc31aec8e080a46ed188,8.96E-05,No
0x956c561017b56fd56a052e28e82613139a053cc4,4.250883679,No
0x3d4fda729dced3a78b17642f79f49d065771e90c,200,No
0x908a217fc3da8169ba8792633688a3131759857e,4970.066644,No
0x2a793206ec36db8f060cdd07d18b4567fb31e056,2.37E-05,No
0xf371a4ae49f7e822a25314d48f33278724ad9de1,0.278972116,No
0x0824af5798aa2b17998a79190decca5948708f0f,12.85714286,No
0xf44885e6cd651d5b66401d9532c9f8386c8b6790,75.5,No
0x7bd219d37ab5fd7f42709eef881f9aa79476be37,3.54E-05,No
0x7f1eff7aacf2060f034cd962e507a44726488392,333.3333333,No
0xe759c4ddefe5ad592b2875ff6b2f4333ff5f117d,3334.666667,No
0x07a768b6a76d3381fb61a2a021da3580f3dda8bb,4.79E-12,No
0xb0fea1a58045072d6529614d8223bd9567516f7b,43.77142857,No
0xf59bca3e92406c78559986b0b576e3a246440a4a,2.77E-05,No
0x49ede2f5874e02e99942675948c6b0fbd3ab9ac3,3.38E-06,No
0x8c9ff4c8a08d2d9eb1516a5e2134e2dfe4c6d661,6.52938212,No
0x4eed1931ae3434bf580479330ee8cd5195e9ba52,674.6666667,No
0xd5a5cbb2c496959536ffe2a6ade24ddb0d837d9f,8.40E-06,No
0x4b8279e44eac5dab0d7e242a3c467aade992613e,0.000232447,No
0xbce6ed6f560b4d2ece69f3f936e32d72f97a0b1a,350.6666667,No
0x670b1fec4740f412c763f5c4a22c15c85bf57d07,0.004390898,No
0x158605f71d08a50f9fec5c5a59232348f337f3a3,0.000154062,No
0x70090ab5e5fa90ac9e88f506e7bf6e7ffa179ca3,7.42E-06,No
0x7cf497a6c9702e6f3f3361a9617ecacb698461a4,7.07E-05,No
0x92289c8e63a3d9118daf910015b173e583cca62b,2.18E-05,No
0xf137f3409657c4dbe297b26d7d1a3233a7272d32,305.0080404,No
0x74885d1fcc291aab02c83767b98281f892e7ce9e,2579,No
0x3cc4f5c467e200c71b6b8b9d287739ae3be2029e,6.34E-05,No
0x4ad41fb0f62cdcb5f81b7741554169daf822ac67,0.105228412,No
0x30e7e5eb11b86a0a11de0a3954ac7f9834c958b7,22.33333333,No
0x2f5f6ae6d1c4596088f0fa4efa603d61659498c5,675,No
0xd645b460dfdaa50b9274669b1f3868eb578d73d8,0.00011928,No
0x2d90c05758c74d0e893d9ce234f9cafdd56f136b,2.80E-05,No
0x99c85bc8605c7ef649858ef5b1d6945127fbf546,3.46E-05,No
0x1ed2d2b7b98e605e1a7ae1c3a01ecb2492b10fcf,57.14285714,No
0xd829d47cf0da9f6f703d76cfd816127c5fadd3e2,2.43E-06,No
0xe68d9c96c5a06b91ab5099e3f90ae4da7b8e8ede,0.001387594,No
0xe2dcfae7c3a3ba842d6c7d79c2e4c7d8f0f7606c,157.9796257,No
0x7e3f5148b67bea602087eaa40e198c3b1327b31c,95.05879612,No
0x3ac5e60b9f9e39c18dc0e6901b97b60fa6223d63,187.6666667,No
0x3ca0bf42f085be117d0ce8522919e2151a477cf6,1.00E-18,No
0x5f378cbc17ff41b1b75dedd6aaac3610cf2fc5fe,2.80E-05,No
0x35b62244c0a8cc06b6beb7fc8ac778d32280c22e,145.7142857,No
0x3c2dcbfdab6c270bcd8275007ce8bdbf2b96be4f,3.17E-05,No
0x37e46cbbe6675fd8e645ba3fcd42568d2c1e3a19,2.72E-05,No
0xdad9c389544b4e686430b27ce0e02a135b7464e8,666.6666667,No
0xc0f9b4d5420af6f47c75d3182f7e55b7fc391359,5.17E-05,No
0x552672befa178bb28d9d0f0161079a0a7dac939e,27.90585183,No
0x03d99d263d4fcc26c7106b33ca94a51661502b76,4.00E-05,No
0x697f2079037a8bf70e226692b4a5f89ccb90d579,0.003170808,No
0x996e64daa70abdb476f0ae8e4447c1a9148baa49,0.000264024,No
0x1e1df22c0ac877ecbb9aad9a21b1ceb11fa8a3ec,0.000171812,No
0x16177b03bd19a28d7e5bcf53ad7e510074c88d24,0.000168459,No
0x6b6d6c9f48ca36fbdcc6a184ac8dca977b7cdd9e,5.394425113,No
0x5fe20d3b20c9a8dac9fbbc0d7db02077e6c6d683,68.101,No
0x70175e5bef70476ef6f363c50965a30f3a97a130,96.66666667,No
0xf0fbe1806ab91469465becbdd9f822df49726d26,0.000293363,No
0xb5777c2eb093fd51eba854f144a78ddcf46b3fa2,285441.5941,No
0xb1a1550ea53cf238fbc6bbb18a23461400526408,25.33691025,No
0x47033ecfe823eef042f9baab15e9e5fa5f28d43a,217.3931987,No
0x42842c35329e504141e482cd0e30884fc5616aac,857.1428571,No
0xd7293a54e89065631cc77529abd631743e87ba42,309.9812298,No
0x3353dfa3427fda39e73c3198881b55aa5f7b27d3,4.02E-05,No
0x270cb3dce5b81e4aeda9fa8706938ecf50b42fcf,0.000105,No
0x8436730403bd21afe25b318c940600a80aea14c9,0.00012908,No
0xb6216befccf4d1dc9c83dac3581d747ac34e06ac,0.00030671,No
0xf6f180153792c645a80bdc49715fd5c6618e003b,10,No
0xece3c3a92d50ce9ac2676f141a637bbb617bea9f,238.4524833,No
0x8258bd968bb4aa08710a8a218a1d6eb907bb1363,1.23E-05,No
0xe41b634f643a8741f590a23304c0e6b1e1cfa811,1.47E-05,No
0xc6c36027878ba38964e4d5a60ddb20d09565354e,0.000520591,No
0x22840404d7405441f07cd226f358d72ccfc2d8ee,1733.899828,No
0xcde6f2942734b7895c1f2424724a563199076b3d,57942.00033,No
0xef2e3d8a6cac761f9dccd5dabfb241e3518278b6,29,No
0x1facf51d5c39ac6456b376f4830315f6c9171bb8,570,No
0x23df489e56303fd67e0d15b979fa4a3d5f7359d3,1000,No
0xe1e886d578b1ad32280b6c64ba52ed48f96c5b58,56955.42444,No
0xff67bcf79513d3b6ff8cea84ff38268bff2c8bdd,4.39E-06,No
0x0590f20a7f1b6799979d2d59d10242e1081d8d9c,8.586253538,No
0x1a652751c60b48da2ffa7719bba20c14b013f961,0.09349062,No
0xa8da995c5f5bf2ddc0f2579287b268d6a52b4733,6.58E-06,No
0x1526741ef7fcee10e4709cd0403b301683c8925e,0.00014,No
0x2f0b3e597518f27dfda1019341489dc062926a9c,5.04E-05,No
0xbc95a5b8caf376c3135e765a1b8dd015265c61f8,5.60E-05,No
0x041f997b485c968982947fd3c2dbc9e1d4584c2e,121355.3929,No
0x5d17f21cadc6cf4be1fadf4726586126aa9393ad,2.80E-05,No
0x85c7a0fe5de94c81d9bd06fc4d5ad96b511a93db,8007.590476,No
0xc1426ef920ecce5372c6c69ecdcea0fff61e8b85,400,No
0x313baf3d1473474d69bbe1d3f3fd986829f0a3f2,5,No
0x43908eccdde1dd6aac91890471876ab83a4f8245,9.899624577,No
0x3c456a12a96c92fc90313cb48db03cfa1d4b9d18,181.08675,No
0x3070d5794b215035957770104f7de90fdc13e3cf,22.59162957,No
0x880087ddd7b7c5d5eefb2f22a427b767da0c2831,57.14285714,No
0x57da955f589d54ca0aed006e1cbabe77fbe82d9d,150.5874228,No
0xe80070a21ac90a0522f0f3549ae3d9f5230f7927,9.02E-05,No
0x331cb7b92ac705fd94389ce667dbb3c0e5b55f0b,833.3333333,No
0x4d473bc97adf3b6bd48f28a80a495964bd67e13b,55.64330342,No
0x796c98c0401e9b0cd6119435ee71f1828cc7d6bb,0.00014,No
0xf7d170c6c72cf3a1e3a958565c7d7041ca578a9d,9.38E-05,No
0x9c36d259a614ee6c289a07e19e3c091f05fc3204,9.95E-05,No
0x464b43faf3c36468096c937cbc896c22f6bae620,7.05E-05,No
0x940c2d842932b3e2fa8784da5f6d4a043b99f9ee,11836.77517,No
0x8da81bdb0aed3d67832fccdb92aaa9376f25c51a,21.48858192,No
0xc63f45a1c950bf043bc84cb5b3c30f39bdf61522,222.8486986,No
0x489c4bdc25371edd4d8ea606b716893cd4578c47,4800.000112,No
0x65dee3f56a96333f9116e9d9a54c50ce38886cab,1.69E-05,No
0x0e3c770b5eb04775549d177d8db8f40b83797c25,4.08E-05,No
0x144c485fcba327f8e078b0cf082304ec4f3fece3,0.149770378,No
0x1fdeb560e78e89ec1d6b69dbf50b37c002532b20,50,No
0xf91740d13d1d5d5a8fb7b4f437beff9a80e953d7,22.68004168,No
0x99b290010b4ef6b41407715f62191a6d8659aa1c,1.89E-05,No
0xc6556716bc3a5f892f5b4446865c2b4aca2ed12f,126.4984894,No
0xbbccb9483ca91ac27fd14dd8e1481c0e0cd86d92,0.636390594,No
0x342349d165db8e5f426493443e313073c50713f3,16.32661857,No
0xe69fd29d5a7f488d82109386217fb7e3b370fb14,27.42857143,No
0xd25cc40c16ad87c7e64350d3be7d70905df42bf1,349.6738601,No
0x58f04d002817be3aa235e50d2a11b9923bf07abb,1.81E-05,No
0xffc78b2d119a9a47aaf6e3cab8801b9f042bba7c,1.25E-05,No
0x0325fd5c7d0e8e818f0ef71b2660235099b76046,5.47E-06,No
0x1033f3a870a6e065f4fc889eb63879badd8a1dd8,833.3333333,No
0xc587ce16afa7abcef03657ea7167f3d321647e0f,833.3333333,No
0x05f5dbc8dab07b96e094ed420c3b2631a73d719c,833.3333333,No
0xb0912cd89db651b05cc587cf66400d71a40e5e01,33.33333333,No
0x7ab4af5fabcb23782d0f727a47f990efa21e629e,719.3333333,No
0xb647c12d9e906ed112929ef7e6f94741c6cb42ff,1.74E-05,No
0x3355e761f7b3ba2c08ae0ce7b6c821122040ef0a,5.32E-05,No
0xe701fea0eebe348d9c69a06c0ee87605c4784068,107,No
0x40aac259eddfda6e367b28478ed23d72052a9031,312.8571429,No
0xc780b92c112da98de75f16901b55cce283a08e70,142.8571429,No
0xa1a036eaf3b83f09f636d6f1c32cf56e8ab9da96,7.5,No
0xca5c14bda6cc36a1046065b7f216f885e27a1a24,4879.619804,No
0x361250bc6fbc7f8aa80e70e339f3ea23bfd5d4c3,1.16E-06,No
0x69df86abcb7ddf93dd4276c54789dbac71252117,462.3263709,No
0xf5ae9d9e808c8e67238e2234328341284df03fcc,0.003873305,No
0xa673ae9a2b9ebe6a01691e0280130ffbfc61fc49,0.00012,No
0xb163f14787aa4511bdf9aeb0be662b9cfd30af18,0.116793305,No
0x423bb35b097f6adf22c5953feddbb04e03388c17,2.97E-05,No
0x62bbfd3df6268b067cc1d77da18ed444bd415776,8.22E-06,No
0x5c8ef70e0313004f79bd780f38575f899e448af5,0.376539407,No
0xc4cc50e4d1cba9d4b7c09a1cdab6e1d286f70c72,1.47E-05,No
0x301c1293a628e67735725fab533dc93474841694,0.000172607,No
0x4c7b7ec3686af1270a3473fc592406156965b6e3,2091.127325,No
0xc1e7f3ceca043d21774495d2e814e96fd3d522e7,50,No
0x62bac93b4626fb2bfdd11e239e7e2cb672557e5b,64161.03482,No
0xa720596a5e764753e3f7706be1b9ccce997af734,10,No
0x12e6a73c18eec76f46e8b00ea8027549a19ce14d,52.83230673,No
0x0b6ce8b7c79b383562596ec770bbfeea1172740f,6.00E-05,No
0x167fb30204c501444713f3fe87634876a3c135d7,2.45E-05,No
0x6352cbdaaf6344209e5c97a4335b30072df008c6,13.48484493,No
0x3cb0173022c32200d159dd99e6be136923192ea9,3.60E-05,No
0x859772cd108eddf5dce8e34950b4607cfaf67b93,200.6666667,No
0xf0d22c98bb362ab8c38ae4098ba9088c988ff52c,15.01340476,No
0xd6774d4be0cc524e8350c82ae0b76414faadf657,0.003456378,No
0xd61f89b1d59354fb15366fd75c77846be97ba352,0.000466494,No
0x0afd83f74ff9b42853e73ae6b25464e86756a3a5,4000.000756,No
0xc9e62ff734f118bd4224e8ad06d41c90275e1645,716.7619048,No
0x811d9725bbd88636b99c7a5b12adc84482b46045,1.653173094,No
0xa6b20585b53ee8db79b3dc646c1d16b26f74c432,66.66666667,No
0x8ae593eff4c7f1a49e7814b69636bd353516b6f6,33.19333333,No
0x389485fbf4c41c4975410fe980aa21aa8d81b4b6,18.07714053,No
0xc541379b5ebc5453a2b3bee07a990b84344b0c32,2081.337244,No
0xeba0db97ec85ef23049af7e1270d7240df4bb59f,9.38E-06,No
0xbef2d3e4329f514ed0e9ad4566710fff9834575b,436.0150244,No
0xe83330bf2ecee4036bdfbd7ff7806739ef523384,0.000277875,No
0xb752941b4e36bfd89283467883f66068b9c2fbeb,1098.666667,No
0xe35d818e5c544a202abe38e9d316aba291cf488b,2.10E-05,No
0x3ae5581ff5016eab62cb7224557eea0583ab5f25,13.33333333,No
0x0ea740f5d4ccb267826409c8636cdfb5a3077f23,2.987138823,No
0x035aea40df83eb8cf6ef4e82ac3d13aa16434719,6.00E-05,No
0x5cb6eca18d1514300e3f7a49334bcdcc4d7c3273,7.00E-05,No
0x1d40f6d3f3c8218964de528f234c020800488135,2.60E-05,No
0x4f4450f02a266c89d6d68bb706072ad44c21d44f,33,No
0xca9a57e10e09f352bc52b8d7dd68a6c521bae091,2.95000987,No
0xec991b6feebd67285601b0dfc4beef86a2af991f,57.71428571,No
0x324d1e3ebef86cb5887e3033c5111ccbfe9d6e79,233.806346,No
0xb449bcf9e0f25c79d0ea6b2cb4d64168dbdf546d,4.37E-05,No
0xb76f37130620867b3657993e8c9f71fd4ce907f2,13.33333333,No
0x1eda024f058c97358372003589ae9cc933e7b685,0.000356609,No
0x9e883b3c996e9a1b3593a66f1338a1a2f93cd34b,8.54E-05,No
0x4324cb6033dc536ff3d5e80be84e59940ebfebbb,3.00E-05,No
0x451d75310ac169921871a6502c40ea231732e233,28.57142857,No
0x5c33290cf54343baa2c9037680f09c910fa816d2,0.000131211,No
0x0d60d42c007c47949cf659f12545d9912bf88c76,1.651949345,No
0x6718494ad506b711f815b765c3b351854cb655b0,7.00E-06,No
0xceffdd986a4610f263314b5e96eb6675936256fd,1.07E-05,No
0x4f5b25adb17e7bd4c48fbedd7bda4444072a14bd,1.25E-05,No
0x37c5fae632c97dfc6ab83a65a5e9d920414d0217,0.049125982,No
0xe7648d2d5d0520702fde03a0253ae8ee9019ef55,0.03899349,No
0xffc90c348b3b398626a388732be95b9283531912,2.92E-06,No
0x273ec095fe4c3c023b6e5d3dcd3642af950ac930,20611.89091,No
0xcece1cd2418330baadd77febe7926ed7597364ca,1.830699718,No
0x3aed6fb77db0ca68f9c428e2f718de592de6c30c,5.52E-05,No
0xafeb6388158263744eb9fe966bb65e7676e98552,93.72095677,No
0x6114c13381699e944bc5a7bb6cb58decf565c987,7.07E-05,No
0xc7c7e4ac0fa13b17dda6a51b0d3a6009a8b91563,1852.601491,No
0x4a2fefdfe2ea271d401aa934e4385bf580f774f1,7.00E-05,No
0x1e21bb5e3013a8fc3e805271463f9044b05b6221,21.33333333,No
0x89666edb7318ae35fee1459c5d7ceb23f1fd2e9d,0.000344219,No
0xb0346ac5676e031a55a2842aaf068720f23fc0f4,7.00E-06,No
0x9b9259b110afb32f530271e0a8172a94257f72d4,14.9895625,No
0x111d68f722f689ecc5a1fd92c3b13d666751bf8b,0.459248262,No
0x705571b506c8287de6e40e769537049dd6dd8835,13.2,No
0x566f53ed81935a8b7fb5815dbd4eb3ec9e9c76e8,0.00013494,No
0x1582f7a2b7a01d88e3962792005b0694b9301f9b,75,No
0x47340123e0b494d1bb490816b4cac53a3d72d2f8,0.005213909,No
0x1c5b1d681435ddb9244139f03f09e8ce18a4ac70,0.001724661,No
0x92ec6c86c47fe4f4b74f6754ead7bc4a68336a9c,2.52E-06,No
0x432ff38bf48b6af6cf99d5ecc041b8edc229368a,7.62E-05,No
0x962cdf13a2d78b01774776f9e27e743f7ff9d04a,141.4285714,No
0x12302e27a39f2efcef389fa5a236c96fc228edf7,3.676,No
0xac802e98d25ec02ff4be787e538eddf40c7c04e1,7.20E-06,No
0x043f228e56b692d88ee77297ef0ba489ed11d6dc,5.78E-05,No
0x979f8b6dd6a9cbea07d49ee504bf60d7def20f7d,30,No
0x8841dc7344832e9a35b02e87b9bfe78a1ad9e435,22.04498539,No
0x4f4b8d21f5690c00abebe8f5b2f8db421b275783,0.000218017,No
0xd1f68f599624a4f09ac19d0247ab75935c3315a1,29.82430534,No
0xecea5a323b07ad169afc44e3566c02105b1b9c17,2513.344522,No
0x60ac04c1019558ca8536fa314aeae9e6e1a2ae67,285.7072882,No
0x668517e8d653a20787cca3fa6ffc735f4ef8e2ff,41.33333333,No
0x911a20396e64ac47dab0b1c378c003247523a87a,2.64877349,No
0xac4d421512fb2037ddd130bef9a58648052c3abb,2.398021473,No
0xd65b54bb7aaa08d377614e40f1bd5d120d51d423,558.6666667,No
0xcf3ff972763b8a3d76fc4c2a9c984edb7b6a64f8,2.77E-05,No
0xdbef76a123933f8450bd4cd15487837bcea83078,3.24E-05,No
0xeaf7057423f7758600a5f8c1de8446068803771c,1065.6,No
0xcd287366ba194c5aacbcbe374ed67cb2fa56ab82,14.28571429,No
0xdd395dc340149aba2d64bcaa256ea56b9ab99c64,6.44E-05,No
0x2ba989a0c7ddeb1f6f24ba138b39fc602b4f0cd5,479.268,No
0x63dec9dff3f7890c3d930b5e741f66c9502ec9de,5.60E-05,No
0x6f808c62aa40a7e6e031ee189ab09964f9479ae0,1.43E-05,No
0xfb9749e45b2373dfa252cdc62865a91ef8fafa8f,81486.89849,No
0x489d36bbc9cb1201a18e42b653b59bab6cd5bc0a,16.66666667,No
0x6fcff2ddbc48d53224b62cd4f96bdd6b0f855dd0,794.6666667,No
0x315ce73abd1c6fa50642f310dade6b688b6c6431,1.003097556,No
0x75cea6cfedeb96d4722228a24683ef2c20e7b00e,60,No
0x0b8cdf6c8fce44bd4a8049ba5326cf6903824a04,88561.46046,No
0x32340c217793cfed85e8382000a0ba0a120a227c,253.7461155,No
0x15075790114b1824b7fd5d1f8dcfc4e2d777b447,0.666666667,No
0xefb6ae06b48f03cb939f0eb5654627b83dc6e3ff,445.7142857,No
0xa2ee6cf3beeae278dd737d72a93d09da5c245486,6.93E-06,No
0x2b92593e8e2cd226897b86ecbe26a105ec3121a0,0.070356211,No
0xb9f0033df38f2f492143776d94301186a6bc11d9,264963.2694,No
0xa3b01b040539e57125b1c58207cf3ad8eefa58e8,466.6666667,No
